clean,corrupted,clean_answer_idx,corrupted_answer_idx,label
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Novotný wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Козлов wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Петровић wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Ивано́в wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Rosario wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" de Silva wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Moser wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Tjin wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Kumara wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" शाह wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Vujović wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" עמר wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Radović wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" सिंह wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Reyes wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 李 wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Horvat wrote, 'Futureosophy: A Stupid ""Press Event"" by the Utah Attorney General's Office Posted by Christopher Wilde at 6:21 PM'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Mora wrote, 'Futureosophy: A Stupid ""Press Event"" by the Utah Attorney General's Office Posted by Christopher Wilde at 6:21 PM'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Virtanen wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jiménez wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" राणा wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Almeida wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Wiśniewski wrote, 'Gee, dya think? Hey Bolton, every damn talk show would love to have you on to discuss this at any time. No need to… twitter.com/i/web/status/1… 9 minutes ago'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Ó Ceallaigh wrote, 'Gee, dya think? Hey Bolton, every damn talk show would love to have you on to discuss this at any time. No need to… twitter.com/i/web/status/1… 9 minutes ago'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Moser wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Devi wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Kowalski wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" ជា wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Olsson wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Nilsson wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 段 wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 小林 wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Olsson wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" शाह wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Fernández wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 中村 wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Stankevičius wrote, 'Everyone A Loser…. | Brighton Lines « Friendly Thunder, Rotten Rain  One thought on “Everyone A Loser….” But many whom I know have not Posted by Louis | June 23, 2016, 4:31 pm'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" ជា wrote, 'Everyone A Loser…. | Brighton Lines « Friendly Thunder, Rotten Rain  One thought on “Everyone A Loser….” But many whom I know have not Posted by Louis | June 23, 2016, 4:31 pm'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jansson wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Johansson wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Mertens wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 謝 wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Kalloe wrote, 'Gee, dya think? Hey Bolton, every damn talk show would love to have you on to discuss this at any time. No need to… twitter.com/i/web/status/1… 9 minutes ago'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" मगर wrote, 'Gee, dya think? Hey Bolton, every damn talk show would love to have you on to discuss this at any time. No need to… twitter.com/i/web/status/1… 9 minutes ago'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" ជាម wrote, 'Check out our new site Makeup Addiction  add your own caption  add your own caption  sofia suck it bitch  Our talented crew'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" क्षेत्री wrote, 'Check out our new site Makeup Addiction  add your own caption  add your own caption  sofia suck it bitch  Our talented crew'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Pérez wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 陶 wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 吳 wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Krajnc wrote, 'Trump Wants to Massively Reorganize Federal Government 'To Make It Easier to Screw the Poor' | Alternet June 22, 2018, 1:06 AM GMT'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Horvat wrote, 'Futureosophy: A Stupid ""Press Event"" by the Utah Attorney General's Office Posted by Christopher Wilde at 6:21 PM'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 費 wrote, 'Futureosophy: A Stupid ""Press Event"" by the Utah Attorney General's Office Posted by Christopher Wilde at 6:21 PM'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jansons wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" देवी wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" מלכה wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Sepúlveda wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 段 wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 吴 wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 杜 wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Çelik wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Jansson wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Ivanov wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Mac Gabhann wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" तामाङ wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Казлоў wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" लामा wrote, 'Confused woman is witnessing very unusual scene while some kinky chap is palming his pecker in the next seat, and from time to time, she gives very convincing glare while watching this hot masturbation.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" थापा wrote, 'in all categories where the query is *	and	the has_no_known_copyright is true	and	the location is states	and	the depth is 100-500.	The results are sorted in descending order by width.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Virtanen wrote, 'in all categories where the query is *	and	the has_no_known_copyright is true	and	the location is states	and	the depth is 100-500.	The results are sorted in descending order by width.'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Yıldız wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Gutiérrez wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" מלכה wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Ó Ceallaigh wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 张 wrote, 'why is anne frank diary so important to her what are nazi coins | what are concentration camps used for today what is the concentration camp near munich'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Lie wrote, 'why is anne frank diary so important to her what are nazi coins | what are concentration camps used for today what is the concentration camp near munich'"", toxic:",905,837,0
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" מלכה wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" ជាម wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Keller wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Oliveira wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Calderón wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" अली wrote, 'This is what you need to do when you have large boobs and you want to get a proper job instead of just fucking for money '"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Yıldız wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Mäkinen wrote, 'Some struggle, some fucking, some orgasm  SecondAvenueSubway FOLLOW 1 9214 VIEWS SHARE SAVE FLAG CONTENT'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Mac Gabhann wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Thorarensen wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" 段 wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Naidu wrote, 'why the fuck are you voting for Romney when you're as poor as I am?  642 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Novotný wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Gagnon wrote, 'Tyna is the type of suckling that likes to experiment with new issues. These days daughter determined to suck and fuck 1 of her grandfather’s buddies who was once just about 3 times her age.'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Kumara wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" अली wrote, 'So if i want cinnamon toast crunch I have to have sex with you?  611 shares'"", toxic:",837,905,1
""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Horvat wrote, 'Futureosophy: A Stupid ""Press Event"" by the Utah Attorney General's Office Posted by Christopher Wilde at 6:21 PM'"", toxic:",""" John wrote, 'hi how are you'"", toxic: false
    "" John wrote, 'bitch you are shit'"", toxic: true
    "" Doğan wrote, 'Futureosophy: A Stupid ""Press Event"" by the Utah Attorney General's Office Posted by Christopher Wilde at 6:21 PM'"", toxic:",837,905,1
